effective_date,index_type,inclusions,exclusions,symbols
2018-08-08,Nifty500,BDL,TECHNO,"3MINDIA,852IIFL29,8KMILES,AARTIIND,ABANOFFSH,ABB,ABBOTINDIA,ABCAPITAL,ABREL,ACC,ADANIENSOL,ADANIPOWER,ADVENZYMES,AEGISLOG,AGCNETWO,AIAENG,AKZOINDIA,ALKEM,ALLCARGO,ALTOS,AMBALAL,AMBUJACEM,APLAPOLLO,APOLLOHOSP,APOLLOTYRE,APPAPER,APPLE,ASAHIINDIA,ASHOKLEY,ASIANPAINT,ASTERDM,ATUL,ATULAUTO,AUBANK,AVANTIFEED,AVERY,AXISBANK,BAJAJ,BAJAJ-AUTO,BAJAJHIND,BAJAJHLDNG,BAJFINANCE,BALMLAWRIE,BALRAMCHIN,BANKBARODA,BASF,BATAINDIA,BBTC,BDL,BEL,BEML,BERGEPAINT,BGRENERGY,BHARATFORG,BHARTIARTL,BHEL,BHUSHANSTL,BI,BIOCON,BIRLACORPN,BLISSGVS,BLOWPLAST,BLUEDART,BLUESTARCO,BOMDYEING,BOSCH-HCIL,BOSCHLTD,BPCL,BRFL,BRIGADE,BRITANNIA,BSE,BSOFT,CABLE,CANBK,CANFINHOME,CAPLIN,CASTROLIND,CCL,CDSL,CEATLTD,CENTRALBK,CENTURYTEX,CERA,CGPOWER,CHAMBLFERT,CHEMINOR,CHEMPLASTS,CHENNPETRO,CHETTINAD,CHOLAFIN,CHOLAHLDNG,CIPLA,CMC,COALINDIA,COCHINSHIP,COFFEEDAY,COFORGE,COLPAL,CONCOR,CONSOFINVT,COROMANDEL,CRISIL,CROMPTON,CUB,CUMMINSIND,CYBERTECH,DABUR,DBCORP,DBL,DCAL,DCLPOLYE,DCW,DEEPAKFERT,DHAMPURSUG,DHFL,DICIND,DIGJAMLMTD,DISHTV,DLF,DMART,DRREDDY,DSQSOFTW,ECLERX,EICHERMOT,EIDPARRY,EIHOTEL,ELECON,ELECTREX,ELGIRUBCO,ENDURANCE,ENERGY,ENGINERSIN,ERIS,ESCORTS,ESSAR,EXCELINDUS,EXIDEIND,FACT,FAGBEARI,FEDERALBNK,FINCABLES,FLFL,FLUOROCHEM,FOSECOIND,FULFORD,GAEL,GAIL,GANESHBE,GARDEN,GESHIP,GHCL,GICRE,GILLETTE,GKNDRIVE,GLAXO,GLENMARK,GLFL,GMDCLTD,GNFC,GODFRYPHLP,GODREJAGRO,GODREJCP,GODREJIND,GOKEX,GOODRICKE,GOODYEAR,GPPL,GRANULES,GRAPHITE,GRASIM,GREAVESCOT,GRUH,GSFC,GSKCONS,GSPL,GUJALKALI,GUJGASLTD,GVT&D,HARRMALAYA,HATSUN,HAVELLS,HCC,HCL-INSYS,HCLTECH,HDFC,HDFCBANK,HEALTHCARE,HEG,HEIDELBERG,HERBERTS,HERITGFOOD,HEROMOTOCO,HEXT,HIMACHAL,HIMATSEIDE,HINDALCO,HINDCOPPER,HINDPETRO,HINDSYNTEX,HINDUJA,HINDUNILVR,HINDUSTAN,HINDZINC,HOGANAS,HONAUT,HSCL,HUBTOWN,IBREALEST,IBULLSLTD,IBVENTURES,ICICIBANK,ICICIGI,ICICIPRULI,ICIL,IDBI,IDFCFIRSTB,IFBIND,IFCI,IGL,IL&FSTRANS,INDHOTEL,INDIACEM,INDIAGLYCO,INDIANB,INDIGO,INDOCO,INDUSINDBK,INDUSTOWER,INFIBEAM,INFY,INOXWIND,INSILCO,INTELLECT,IOB,IOC,IONEXCHANG,IPCALAB,IPRINGS,ISMT,ITC,ITDC,ITDCEMEN,ITI,ITIETF,ITWSIGNO,JAGRAN,JAICORPLTD,JBCHEPHARM,JBMA,JETAIRWAYS,JGCHEM,JINDALPHOT,JINDALPOLY,JINDALSAW,JINDALSTEL,JISLJALEQS,JKCEMENT,JKTYRE,JPASSOCIAT,JPPOWER,JSL,JUBLFOOD,JUBLINGRY,KAJARIACER,KANSAINER,KARURVYSYA,KARUTURI,KINETIC,KIOCL,KMSUGAR,KNRCON,KOHINOOR,KOTAKBANK,KPEL,KRBL,KRISHNA,KTKBANK,KUMARS,LAKSHMI,LALPATHLAB,LAURUSLABS,LICHSGFIN,LT,LTF,LTTS,LUPIN,M& M,MADURA,MAFATIND,MAHABANK,MALWA,MANPASAND,MARICO,MARUTI,MASFIN,MASTEK,MATRIX,MAXIND,MCDOWELL,MCLEODRUSS,MERCK,MERIND,MFSL,MGL,MIRZAINT,MODIXEROX,MOREPENLAB,MOTHERSON,MOTHERSUMI,MPHASIS,MRF,MRPL,MTNL,NAGARFERT,NAHAR,NAHARPOLY,NAHARSPING,NATCOPHARM,NATIONAL,NATIONALUM,NAVA,NAVINFLUOR,NCC,NESCO,NESTLEIND,NETWORK18,NFL,NH,NILKAMAL,NIRMA,NITCO,NLCINDIA,NMDC,NTPC,OBC,OFSS,OILCOUNTUB,OLECTRA,OMAXAUTO,OMAXE,ONELIFECAP,ONGC,ONIDA,ORIENTCEM,PARAGMILK,PATANJALI,PATNI,PATSPIN,PCBL,PCJEWELLER,PDMJEPAPER,PEL,PENTAFOUR,PENTAMEDIA,PERSISTENT,PETRONET,PFIZER,PGHL,PHIL,PHILIPS,PHOENIX,PIDILITIND,PNB,POONAWALLA,PRAJIND,PREMIERENE,PRESTIGE,PSIDATA,PTC,PUNJABCHEM,PUNJTRACT,QUESS,RAASI,RAIN,RAJESHEXPO,RALLIS,RAMCOCEM,RAMCOSYS,RAYMOND,RBLBANK,RCF,RCOM,RECKITT,RECLTD,RECRON,REIAGRO,RELAXO,RELCAPITAL,RELIANCE,RELIGARE,RELINFRA,RELMEDIA,RKFORGE,RPGTRANS,RPOWER,RSWM,RTNPOWER,RUPA,SADBHAV,SAIL,SANGHI,SANOFI,SAREGAMA,SBILIFE,SCHAEFFLER,SCHENECT,SCI,SCILAL,SDREAMS,SESASTERL,SESHAPAPER,SFL,SHANKARA,SHAWWALLA,SHK,SHOPERSTOP,SHREECEM,SHRIRAMFIN,SHYAMTEL,SIEMENS,SIL,SIS,SJVN,SKFINDIA,SKSMICRO,SMLISUZU,SOLARINDS,SONATSOFTW,SOUTHBANK,SPARC,SRF,STARCEMENT,STYROLUT,SUNCLAY,SUNDRMFAST,SUNPHARMA,SUPREMEIND,SUVEN,SYMPHONY,SYNGENE,TAKE,TAMIL,TATACHEM,TATACONSUM,TATAELXSI,TATAINVEST,TATAMETAL,TATAMOTORS,TATAPOWER,TATASPONGE,TATASTEEL,TCS,TECH,TEXRAIL,THERMAX,THIRU,THOMASCOOK,THYROCARE,TIINDIA,TIMETECHNO,TIMEX,TIMKEN,TITAN,TMCV,TODAYS,TORNTPHARM,TORNTPOWER,TRANSPEK,TRENT,TRIDENT,TTKPRESTIG,TVSSRICHAK,TVTODAY,UBL,UCALFUEL,UFLEX,UJJIVAN,ULTRACEMCO,UNICHEMLAB,UNIONBANK,UNOMINDA,URBANCO,VARUN,VBL,VHL,VISHAL,VOLTAS,VTL,WELENT,WIDIA,WIMCO,WINDMACH,WINSOME,WIPRO,WOCKPHARMA,WSI,WSTCSTPAPR,ZANDU,ZEELEARN"
2018-09-28,Nifty500,"PCBL,LUXIND,LINDEINDIA,LEMONTREE,HAL,GALAXYSURF,GRINDWELL,GAYAPROJ,FDC,EXCEL,HDFCLIFE,M&M,NAM-INDIA,ELGIEQUIP,SHILPAMED,STAR,SUNDARMFIN,TEAMLEASE,NIACL,VENKEYS,VMART,ZENSARTECH,ZYDUSWELL,MONSANTO,DHANBANK,ICICI","TECH,ZEELEARN,ASAHIINDIA,BAJAJHIND,WSI,BFUTILITIE,BGRENERGY,BHUSHANSTL,BRFL,DBREALTY,TI,HDIL,WSI,ABANOFFSH,WSI,KITEX,KPITTECH,KPL,MTNL,MARKSANS,RAMCOSYS,RTNPOWER,RELIGARE,SFL,SMLISUZU,JINDALPOLY","3MINDIA,852IIFL29,8KMILES,AARTIIND,ABB,ABBOTINDIA,ABCAPITAL,ABREL,ACC,ADANIENSOL,ADANIPOWER,ADVENZYMES,AEGISLOG,AGCNETWO,AIAENG,AKZOINDIA,ALKEM,ALLCARGO,ALTOS,AMBALAL,AMBUJACEM,APLAPOLLO,APOLLOHOSP,APOLLOTYRE,APPAPER,APPLE,ASHOKLEY,ASIANPAINT,ASTERDM,ATUL,ATULAUTO,AUBANK,AVANTIFEED,AVERY,AXISBANK,BAJAJ,BAJAJ-AUTO,BAJAJHLDNG,BAJFINANCE,BALMLAWRIE,BALRAMCHIN,BANKBARODA,BASF,BATAINDIA,BBTC,BDL,BEL,BEML,BERGEPAINT,BHARATFORG,BHARTIARTL,BHEL,BI,BIOCON,BIRLACORPN,BLISSGVS,BLUEDART,BLUESTARCO,BOMDYEING,BOSCH-HCIL,BOSCHLTD,BPCL,BRIGADE,BRITANNIA,BSE,BSOFT,CABLE,CANBK,CANFINHOME,CAPLIN,CASTROLIND,CCL,CDSL,CEATLTD,CENTRALBK,CENTURYTEX,CERA,CGPOWER,CHAMBLFERT,CHEMINOR,CHEMPLASTS,CHENNPETRO,CHETTINAD,CHOLAFIN,CHOLAHLDNG,CIPLA,CMC,COALINDIA,COCHINSHIP,COFFEEDAY,COFORGE,COLPAL,CONCOR,CONSOFINVT,COROMANDEL,CRISIL,CROMPTON,CUB,CUMMINSIND,CYBERTECH,DABUR,DBCORP,DBL,DCAL,DCLPOLYE,DCW,DEEPAKFERT,DHAMPURSUG,DHANBANK,DHFL,DICIND,DIGJAMLMTD,DISHTV,DLF,DMART,DRREDDY,DSQSOFTW,ECLERX,EICHERMOT,EIDPARRY,EIHOTEL,ELECON,ELGIEQUIP,ELGIRUBCO,ENDURANCE,ENERGY,ENGINERSIN,ERIS,ESCORTS,ESSAR,EXCEL,EXCELINDUS,EXIDEIND,FACT,FAGBEARI,FDC,FEDERALBNK,FINCABLES,FLFL,FLUOROCHEM,FOSECOIND,FULFORD,GAEL,GAIL,GALAXYSURF,GANESHBE,GARDEN,GAYAPROJ,GESHIP,GHCL,GICRE,GILLETTE,GLAXO,GLENMARK,GLFL,GMDCLTD,GNFC,GODFRYPHLP,GODREJAGRO,GODREJCP,GODREJIND,GOKEX,GOODRICKE,GOODYEAR,GPPL,GRANULES,GRAPHITE,GRASIM,GREAVESCOT,GRINDWELL,GRUH,GSFC,GSKCONS,GSPL,GUJALKALI,GUJGASLTD,GVT&D,HAL,HARRMALAYA,HATSUN,HAVELLS,HCC,HCL-INSYS,HCLTECH,HDFC,HDFCBANK,HDFCLIFE,HEALTHCARE,HEG,HEIDELBERG,HERBERTS,HERITGFOOD,HEROMOTOCO,HEXT,HIMACHAL,HIMATSEIDE,HINDALCO,HINDCOPPER,HINDPETRO,HINDSYNTEX,HINDUJA,HINDUNILVR,HINDUSTAN,HINDZINC,HOGANAS,HONAUT,HSCL,HUBTOWN,IBREALEST,IBULLSLTD,IBVENTURES,ICICI,ICICIBANK,ICICIGI,ICICIPRULI,ICIL,IDBI,IDFCFIRSTB,IFBIND,IFCI,IGL,IL&FSTRANS,INDHOTEL,INDIACEM,INDIAGLYCO,INDIANB,INDIGO,INDOCO,INDUSINDBK,INDUSTOWER,INFIBEAM,INFY,INOXWIND,INSILCO,INTELLECT,IOB,IOC,IONEXCHANG,IPCALAB,IPRINGS,ISMT,ITC,ITDC,ITDCEMEN,ITI,ITIETF,ITWSIGNO,JAGRAN,JAICORPLTD,JBCHEPHARM,JBMA,JETAIRWAYS,JGCHEM,JINDALPHOT,JINDALSAW,JINDALSTEL,JISLJALEQS,JKCEMENT,JKTYRE,JPASSOCIAT,JPPOWER,JSL,JUBLFOOD,JUBLINGRY,KAJARIACER,KANSAINER,KARURVYSYA,KARUTURI,KINETIC,KIOCL,KMSUGAR,KNRCON,KOHINOOR,KOTAKBANK,KPEL,KRBL,KRISHNA,KTKBANK,KUMARS,LAKSHMI,LALPATHLAB,LAURUSLABS,LEMONTREE,LICHSGFIN,LINDEINDIA,LT,LTF,LTTS,LUPIN,LUXIND,M& M,M&M,MADURA,MAFATIND,MAHABANK,MALWA,MANPASAND,MARICO,MARUTI,MASFIN,MASTEK,MATRIX,MAXIND,MCDOWELL,MCLEODRUSS,MERCK,MERIND,MFSL,MGL,MODIXEROX,MONSANTO,MOREPENLAB,MOTHERSON,MOTHERSUMI,MPHASIS,MRF,MRPL,NAGARFERT,NAHAR,NAHARPOLY,NAHARSPING,NAM-INDIA,NATCOPHARM,NATIONAL,NATIONALUM,NAVA,NAVINFLUOR,NCC,NESCO,NESTLEIND,NETWORK18,NFL,NH,NIACL,NILKAMAL,NIRMA,NITCO,NLCINDIA,NMDC,NTPC,OBC,OFSS,OILCOUNTUB,OLECTRA,OMAXAUTO,OMAXE,ONELIFECAP,ONGC,ONIDA,ORIENTCEM,PARAGMILK,PATANJALI,PATNI,PATSPIN,PCBL,PCJEWELLER,PDMJEPAPER,PEL,PENTAFOUR,PENTAMEDIA,PERSISTENT,PETRONET,PFIZER,PGHL,PHIL,PHILIPS,PHOENIX,PIDILITIND,PNB,POONAWALLA,PRAJIND,PREMIERENE,PRESTIGE,PSIDATA,PTC,PUNJABCHEM,PUNJTRACT,QUESS,RAASI,RAIN,RAJESHEXPO,RALLIS,RAMCOCEM,RAYMOND,RBLBANK,RCF,RCOM,RECKITT,RECLTD,REIAGRO,RELAXO,RELCAPITAL,RELIANCE,RELINFRA,RELMEDIA,RKFORGE,RPGTRANS,RPOWER,RSWM,RUPA,SADBHAV,SAIL,SANGHI,SANOFI,SAREGAMA,SBILIFE,SCHAEFFLER,SCHENECT,SCI,SCILAL,SESASTERL,SESHAPAPER,SHANKARA,SHAWWALLA,SHILPAMED,SHK,SHOPERSTOP,SHREECEM,SHRIRAMFIN,SHYAMTEL,SIEMENS,SIL,SIS,SJVN,SKFINDIA,SKSMICRO,SOLARINDS,SONATSOFTW,SOUTHBANK,SPARC,SRF,STAR,STARCEMENT,STYROLUT,SUNCLAY,SUNDARMFIN,SUNDRMFAST,SUNPHARMA,SUPREMEIND,SUVEN,SYMPHONY,SYNGENE,TAKE,TAMIL,TATACHEM,TATACONSUM,TATAELXSI,TATAINVEST,TATAMETAL,TATAMOTORS,TATAPOWER,TATASTEEL,TCS,TEAMLEASE,TEXRAIL,THERMAX,THIRU,THOMASCOOK,THYROCARE,TIINDIA,TIMETECHNO,TIMEX,TIMKEN,TITAN,TMCV,TODAYS,TORNTPHARM,TORNTPOWER,TRANSPEK,TRENT,TRIDENT,TTKPRESTIG,TVSSRICHAK,TVTODAY,UBL,UCALFUEL,UFLEX,UJJIVAN,ULTRACEMCO,UNICHEMLAB,UNIONBANK,UNOMINDA,URBANCO,VARUN,VBL,VENKEYS,VHL,VISHAL,VMART,VOLTAS,VTL,WELENT,WIDIA,WIMCO,WINDMACH,WIPRO,WOCKPHARMA,WSTCSTPAPR,ZENSARTECH,ZYDUSWELL"
2018-12-28,Nifty500,"VARROC,SFL,RITES,KPEL,FORTIS","SIL,CENTURYTEX,CAPITAL,BHARATFIN,852IIFL29","3MINDIA,8KMILES,AARTIIND,ABB,ABBOTINDIA,ABCAPITAL,ABREL,ACC,ADANIENSOL,ADANIPOWER,ADVENZYMES,AEGISLOG,AGCNETWO,AIAENG,AKZOINDIA,ALKEM,ALLCARGO,ALTOS,AMBALAL,AMBUJACEM,APLAPOLLO,APOLLOHOSP,APOLLOTYRE,APPAPER,APPLE,ASHOKLEY,ASIANPAINT,ASTERDM,ATUL,ATULAUTO,AUBANK,AVANTIFEED,AVERY,AXISBANK,BAJAJ,BAJAJ-AUTO,BAJAJHLDNG,BAJFINANCE,BALMLAWRIE,BALRAMCHIN,BANKBARODA,BASF,BATAINDIA,BBTC,BDL,BEL,BEML,BERGEPAINT,BHARATFORG,BHARTIARTL,BHEL,BI,BIOCON,BIRLACORPN,BLISSGVS,BLUEDART,BLUESTARCO,BOMDYEING,BOSCH-HCIL,BOSCHLTD,BPCL,BRIGADE,BRITANNIA,BSE,BSOFT,CABLE,CANBK,CANFINHOME,CAPLIN,CASTROLIND,CCL,CDSL,CEATLTD,CENTRALBK,CERA,CGPOWER,CHAMBLFERT,CHEMINOR,CHEMPLASTS,CHENNPETRO,CHETTINAD,CHOLAFIN,CHOLAHLDNG,CIPLA,CMC,COALINDIA,COCHINSHIP,COFFEEDAY,COFORGE,COLPAL,CONCOR,CONSOFINVT,COROMANDEL,CRISIL,CROMPTON,CUB,CUMMINSIND,CYBERTECH,DABUR,DBCORP,DBL,DCAL,DCLPOLYE,DCW,DEEPAKFERT,DHAMPURSUG,DHANBANK,DHFL,DICIND,DIGJAMLMTD,DISHTV,DLF,DMART,DRREDDY,DSQSOFTW,ECLERX,EICHERMOT,EIDPARRY,EIHOTEL,ELECON,ELGIEQUIP,ELGIRUBCO,ENDURANCE,ENERGY,ENGINERSIN,ERIS,ESCORTS,ESSAR,EXCEL,EXCELINDUS,EXIDEIND,FACT,FAGBEARI,FDC,FEDERALBNK,FINCABLES,FLFL,FLUOROCHEM,FORTIS,FOSECOIND,FULFORD,GAEL,GAIL,GALAXYSURF,GANESHBE,GARDEN,GAYAPROJ,GESHIP,GHCL,GICRE,GILLETTE,GLAXO,GLENMARK,GLFL,GMDCLTD,GNFC,GODFRYPHLP,GODREJAGRO,GODREJCP,GODREJIND,GOKEX,GOODRICKE,GOODYEAR,GPPL,GRANULES,GRAPHITE,GRASIM,GREAVESCOT,GRINDWELL,GRUH,GSFC,GSKCONS,GSPL,GUJALKALI,GUJGASLTD,GVT&D,HAL,HARRMALAYA,HATSUN,HAVELLS,HCC,HCL-INSYS,HCLTECH,HDFC,HDFCBANK,HDFCLIFE,HEALTHCARE,HEG,HEIDELBERG,HERBERTS,HERITGFOOD,HEROMOTOCO,HEXT,HIMACHAL,HIMATSEIDE,HINDALCO,HINDCOPPER,HINDPETRO,HINDSYNTEX,HINDUNILVR,HINDUSTAN,HINDZINC,HOGANAS,HONAUT,HSCL,HUBTOWN,IBREALEST,IBULLSLTD,IBVENTURES,ICICI,ICICIBANK,ICICIGI,ICICIPRULI,ICIL,IDBI,IDFCFIRSTB,IFBIND,IFCI,IGL,IL&FSTRANS,INDHOTEL,INDIACEM,INDIAGLYCO,INDIANB,INDIGO,INDOCO,INDUSINDBK,INDUSTOWER,INFIBEAM,INFY,INOXWIND,INSILCO,INTELLECT,IOB,IOC,IONEXCHANG,IPCALAB,IPRINGS,ISMT,ITC,ITDC,ITDCEMEN,ITI,ITIETF,ITWSIGNO,JAGRAN,JAICORPLTD,JBCHEPHARM,JBMA,JETAIRWAYS,JGCHEM,JINDALPHOT,JINDALSAW,JINDALSTEL,JISLJALEQS,JKCEMENT,JKTYRE,JPASSOCIAT,JPPOWER,JSL,JUBLFOOD,JUBLINGRY,KAJARIACER,KANSAINER,KARURVYSYA,KARUTURI,KINETIC,KIOCL,KMSUGAR,KNRCON,KOHINOOR,KOTAKBANK,KPEL,KRBL,KRISHNA,KTKBANK,KUMARS,LAKSHMI,LALPATHLAB,LAURUSLABS,LEMONTREE,LICHSGFIN,LINDEINDIA,LT,LTF,LTTS,LUPIN,LUXIND,M& M,M&M,MADURA,MAFATIND,MAHABANK,MALWA,MANPASAND,MARICO,MARUTI,MASFIN,MASTEK,MATRIX,MAXIND,MCDOWELL,MCLEODRUSS,MERCK,MERIND,MFSL,MGL,MODIXEROX,MONSANTO,MOREPENLAB,MOTHERSON,MOTHERSUMI,MPHASIS,MRF,MRPL,NAGARFERT,NAHAR,NAHARPOLY,NAHARSPING,NAM-INDIA,NATCOPHARM,NATIONAL,NATIONALUM,NAVA,NAVINFLUOR,NCC,NESCO,NESTLEIND,NETWORK18,NFL,NH,NIACL,NILKAMAL,NIRMA,NITCO,NLCINDIA,NMDC,NTPC,OBC,OFSS,OILCOUNTUB,OLECTRA,OMAXAUTO,OMAXE,ONELIFECAP,ONGC,ONIDA,ORIENTCEM,PARAGMILK,PATANJALI,PATNI,PATSPIN,PCBL,PCJEWELLER,PDMJEPAPER,PEL,PENTAFOUR,PENTAMEDIA,PERSISTENT,PETRONET,PFIZER,PGHL,PHIL,PHILIPS,PHOENIX,PIDILITIND,PNB,POONAWALLA,PRAJIND,PREMIERENE,PRESTIGE,PSIDATA,PTC,PUNJABCHEM,PUNJTRACT,QUESS,RAASI,RAIN,RAJESHEXPO,RALLIS,RAMCOCEM,RAYMOND,RBLBANK,RCF,RCOM,RECKITT,RECLTD,REIAGRO,RELAXO,RELCAPITAL,RELIANCE,RELINFRA,RELMEDIA,RITES,RKFORGE,RPGTRANS,RPOWER,RSWM,RUPA,SADBHAV,SAIL,SANGHI,SANOFI,SAREGAMA,SBILIFE,SCHAEFFLER,SCHENECT,SCI,SCILAL,SESASTERL,SESHAPAPER,SFL,SHANKARA,SHAWWALLA,SHILPAMED,SHK,SHOPERSTOP,SHREECEM,SHRIRAMFIN,SHYAMTEL,SIEMENS,SIS,SJVN,SKFINDIA,SKSMICRO,SOLARINDS,SONATSOFTW,SOUTHBANK,SPARC,SRF,STAR,STARCEMENT,STYROLUT,SUNCLAY,SUNDARMFIN,SUNDRMFAST,SUNPHARMA,SUPREMEIND,SUVEN,SYMPHONY,SYNGENE,TAKE,TAMIL,TATACHEM,TATACONSUM,TATAELXSI,TATAINVEST,TATAMETAL,TATAMOTORS,TATAPOWER,TATASTEEL,TCS,TEAMLEASE,TEXRAIL,THERMAX,THIRU,THOMASCOOK,THYROCARE,TIINDIA,TIMETECHNO,TIMEX,TIMKEN,TITAN,TMCV,TODAYS,TORNTPHARM,TORNTPOWER,TRANSPEK,TRENT,TRIDENT,TTKPRESTIG,TVSSRICHAK,TVTODAY,UBL,UCALFUEL,UFLEX,UJJIVAN,ULTRACEMCO,UNICHEMLAB,UNIONBANK,UNOMINDA,URBANCO,VARROC,VARUN,VBL,VENKEYS,VHL,VISHAL,VMART,VOLTAS,VTL,WELENT,WIDIA,WIMCO,WINDMACH,WIPRO,WOCKPHARMA,WSTCSTPAPR,ZENSARTECH,ZYDUSWELL"
